=================== ========= ==== ======================== ===========================================================================================================================================================
date/time           short_uid id   plan                     args                                                                                                                                                       
2018-04-23 08:37:28 e8f62a71  895  fly                                                                                                                                                                                 
2018-04-23 08:42:34 2ea537ae  896  fly                                                                                                                                                                                 
2018-04-23 08:48:49 c1392406  897  fly                                                                                                                                                                                 
2018-04-25 09:54:56 1002e427  898  fly                                                                                                                                                                                 
2018-04-25 13:31:15 9f23bd25  899  fly                                                                                                                                                                                 
2018-04-25 13:40:30 f3a74718  900  fly                                                                                                                                                                                 
2018-04-25 13:46:47 c81adb57  901  fly                                                                                                                                                                                 
2018-04-25 13:48:19 fa266627  902  fly                                                                                                                                                                                 
2018-04-25 13:55:08 73365d73  903  fly                                                                                                                                                                                 
2018-04-25 13:56:05 982d5a12  904  fly                                                                                                                                                                                 
2018-04-25 14:07:28 32eb6b86  905  fly                                                                                                                                                                                 
2018-04-25 15:58:22 dc60bc6c  906  fly                                                                                                                                                                                 
2018-04-25 16:23:03 42e4672b  907  fly                                                                                                                                                                                 
2018-04-25 16:23:36 166eec31  908  fly                                                                                                                                                                                 
2018-04-25 16:30:27 4cd4fab6  909  fly                                                                                                                                                                                 
2018-04-25 16:31:34 3e903657  910  fly                                                                                                                                                                                 
2018-04-25 16:31:56 1dc26717  911  fly                                                                                                                                                                                 
2018-04-25 16:34:01 3629a400  912  fly                                                                                                                                                                                 
2018-04-25 16:34:26 d2307f1b  913  fly                                                                                                                                                                                 
2018-04-25 16:47:28 941b4b7f  914  fly                                                                                                                                                                                 
2018-04-25 16:48:47 d638d024  915  fly                                                                                                                                                                                 
2018-04-25 16:50:42 70a69da1  916  fly                                                                                                                                                                                 
2018-04-25 17:02:35 eabee759  917  fly                                                                                                                                                                                 
2018-04-25 17:04:04 a2d86705  918  fly                                                                                                                                                                                 
2018-04-25 17:06:57 bc5e44a5  919  fly                                                                                                                                                                                 
2018-04-25 17:11:13 5aae4412  920  fly                                                                                                                                                                                 
2018-04-25 17:14:29 fc917f17  921  fly                                                                                                                                                                                 
2018-04-25 17:16:11 9643bd3e  922  fly                                                                                                                                                                                 
2018-04-26 20:59:37 29658b73  1    fly                                                                                                                                                                                 
2018-04-26 20:59:42 bc744904  2    fly                                                                                                                                                                                 
2018-04-26 21:01:26 00eaf8af  3    fly                                                                                                                                                                                 
2018-04-26 21:02:08 a1dfccff  4    fly                                                                                                                                                                                 
2018-04-26 21:03:25 9961b127  1    fly                                                                                                                                                                                 
2018-04-26 21:03:53 0a0e7c3d  2    fly                                                                                                                                                                                 
2018-04-26 21:04:40 52ecbaa3  3    fly                                                                                                                                                                                 
2018-04-26 21:05:23 e29a3418  4    fly                                                                                                                                                                                 
2018-04-26 21:06:25 2ad861d5  5    fly                                                                                                                                                                                 
2018-04-26 21:09:50 152c1e8f  1    fly                                                                                                                                                                                 
2018-04-26 21:09:51 2dba1243  2    fly                                                                                                                                                                                 
2018-04-26 21:09:51 437708b1  3    fly                                                                                                                                                                                 
2018-04-26 21:09:52 7aa07412  4    fly                                                                                                                                                                                 
2018-04-26 21:09:53 37ada9c0  5    fly                                                                                                                                                                                 
2018-04-26 21:12:55 f783c863  6    fly                                                                                                                                                                                 
2018-04-26 21:18:38 0c319336  7    fly                                                                                                                                                                                 
2018-04-26 21:20:45 aaf43379  8    fly                                                                                                                                                                                 
2018-04-26 21:22:01 4d230a36  9    fly                                                                                                                                                                                 
2018-04-26 21:23:54 06e4c667  10   fly                                                                                                                                                                                 
2018-04-26 21:25:21 983048e7  11   fly                                                                                                                                                                                 
2018-04-26 21:27:27 08fa85e1  1    fly                                                                                                                                                                                 
2018-04-26 21:27:27 ee05a9b3  2    fly                                                                                                                                                                                 
2018-04-26 21:27:27 a7786848  3    fly                                                                                                                                                                                 
2018-04-26 21:27:28 c214e006  4    fly                                                                                                                                                                                 
2018-04-26 21:27:29 22f80e0e  5    fly                                                                                                                                                                                 
2018-04-26 21:33:20 98750dfc  6    fly                                                                                                                                                                                 
2018-04-26 21:33:53 044eaeac  7    fly                                                                                                                                                                                 
2018-04-26 21:34:42 f5158cf8  1    fly                                                                                                                                                                                 
2018-04-26 21:34:42 1eaecf56  2    fly                                                                                                                                                                                 
2018-04-26 21:34:43 fc3e06ae  3    fly                                                                                                                                                                                 
2018-04-26 21:34:43 7e26982e  4    fly                                                                                                                                                                                 
2018-04-26 21:34:45 e3f06c2a  5    fly                                                                                                                                                                                 
2018-04-26 22:27:55 6e834c3d  1    fly                                                                                                                                                                                 
2018-04-26 22:27:56 ca09ed67  2    fly                                                                                                                                                                                 
2018-04-26 22:27:56 80ce6cdb  3    fly                                                                                                                                                                                 
2018-04-26 22:27:56 dc5c859c  4    fly                                                                                                                                                                                 
2018-04-26 22:44:57 53b31783  1    fly                                                                                                                                                                                 
2018-04-26 22:45:43 249e9739  1    fly                                                                                                                                                                                 
2018-04-27 15:34:57 acfe025c  1    fly                                                                                                                                                                                 
2018-04-27 15:36:47 5f320844  2    fly                                                                                                                                                                                 
2018-04-27 15:39:54 dfcaec7e  1    fly                                                                                                                                                                                 
2018-04-27 15:49:59 31e1d0d0  1    fly                                                                                                                                                                                 
2018-04-28 09:27:24 51a11ccc  923  fly                                                                                                                                                                                 
2018-04-28 09:31:01 807a1589  924  fly                                                                                                                                                                                 
2018-06-15 11:16:05 768a892f  925  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:16:15 a3305a6c  926  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:16:21 961cedc0  927  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:16:25 5d8088b7  928  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:17:09 0b5519ef  929  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:27:28 ef30cb0f  930  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:29:36 a311c781  931  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:31:16 1494fba6  932  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:31:36 b98ad9a0  933  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:36:50 90c183ef  934  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:39:58 6c87edfc  935  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:43:46 6ffdc9f6  936  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:46:27 1360d424  937  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 11:47:57 f34fd277  938  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 12:01:10 8951a086  939  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 14:19:36 6056675d  940  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 14:19:57 0b29af03  941  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 14:33:08 97d5c41d  942  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 15:49:28 d92e615d  943  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 15:50:11 233ff213  944  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 15:51:25 cac27fb7  945  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 15:52:24 49c2a05b  946  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-15 15:59:58 49ce8059  947  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:06:35 722855fb  948  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:31:15 323f5e38  949  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:32:15 2e039ab6  950  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:32:19 707c3c75  951  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:32:23 c2152678  952  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:33:15 668d6492  953  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:34:45 4de928c5  954  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:35:21 7f4d4edc  955  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:36:11 e75fa587  956  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:36:16 969a04ab  957  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:37:55 4a8efb72  958  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:37:58 42e71082  959  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:38:10 98b291cf  960  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:38:40 ff26d496  961  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:38:44 da922156  962  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:39:00 f7d8151f  963  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:40:31 cb4eb6af  964  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:41:34 130c0284  965  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 10:43:28 a9524687  966  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 13:22:21 43aca7d0  967  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-16 13:26:22 3146a1c4  968  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-06-22 08:56:27 d3ecb8b7  969  count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-23 22:40:31 60bd1787  1029 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-23 22:40:36 d7330e7c  1030 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-23 22:45:05 0cdcd9a7  1031 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-23 22:46:06 44c95937  1032 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-23 22:46:08 8ac6443d  1033 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-23 23:24:03 899c5782  1034 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-23 23:25:18 27e1953e  1035 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-23 23:28:24 86efcbd8  1036 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-23 23:28:56 38580fcd  1037 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-23 23:32:28 e6418b67  1038 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-23 23:57:22 89bc385c  1039 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 00:03:05 cc6580fb  1040 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 00:04:47 32fde220  1041 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 00:09:47 bb5aba6d  1042 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 00:10:34 8c848b68  1043 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 09:34:05 8cf29645  1044 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 09:37:30 9602ca59  1045 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 09:45:13 47717016  1046 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 09:45:27 732972f3  1047 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 09:45:30 fab7fd32  1048 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 09:47:14 240cbf2c  1049 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 09:47:18 671f4d5a  1050 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 09:49:06 4df7bfb8  1051 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 10:22:44 31d1c63d  1052 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-24 10:36:04 892e7c9e  1053 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-28 09:10:22 648f69f4  1054 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-28 09:13:16 f5e8e15f  1055 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-28 09:14:06 43eea5e2  1056 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-28 09:16:17 08c01409  1057 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-28 09:19:13 b0fe4f66  1058 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-28 09:21:03 1265eeda  1059 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-28 09:22:07 d4251bbb  1060 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-28 09:39:54 d3e5b1a1  1061 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 14:33:56 85e9638b  1062 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 14:35:55 4671b980  1063 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:05:26 77fcb5b1  1064 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:13:18 52117196  1065 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:15:15 8f75bf17  1066 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:21:51 da6acde5  1067 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:22:54 181d3828  1068 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:34:11 3ba9bc53  1069 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:39:12 3cfa541c  1070 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:39:57 dab47315  1071 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:41:10 0d1a65d2  1072 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:41:25 15739bb8  1073 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:53:59 a8ed4810  1074 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-28 15:56:34 3735d2a1  1075 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-30 21:18:50 fc9b79f6  1076 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-30 21:42:53 a7de21f4  1077 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-07-30 21:54:32 7caf0b62  1078 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-30 21:55:53 62875c58  1079 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-30 22:13:17 794c200f  1080 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-30 22:13:35 3faa578d  1081 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-30 22:14:00 0ce3c48e  1082 count                    detectors=['adsimdet'], num=3                                                                                                                              
2018-07-30 22:15:34 b373d3f5  1083 count                    detectors=['adsimdet'], num=10                                                                                                                             
2018-08-20 09:08:06 029b6a06  1084 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-09-07 11:28:16 22c5e2b3  1085 count                    detectors=['adsimdet'], num=1                                                                                                                              
2018-12-05 13:28:26 087c957d  1086 scan                     detectors=['scaler'], num=5, args=['m1', -1, 1, 'm2', 0, 1], per_step=None                                                                                 
2018-12-05 13:28:55 e40da52b  1087 scan                     detectors=['scaler'], num=5, args=['m1', -1, 1, 'm2', 0, 1], per_step=None                                                                                 
2018-12-05 13:29:14 26cec641  1088 scan                     detectors=['scaler'], num=5, args=['m1', -1, 1, 'm2', 0, 1], per_step=None                                                                                 
2018-12-05 13:32:57 ddfa98f0  1089 count                    detectors=['heartbeat'], num=5                                                                                                                             
2018-12-05 13:34:27 8a2e1546  1090 count                    detectors=['heartbeat', 'mem_used'], num=5                                                                                                                 
2018-12-05 13:35:38 c25aeb61  1091 count                    detectors=['heartbeat', 'mem_used'], num=5                                                                                                                 
2018-12-05 13:37:58 e31302df  1092 count                    detectors=['heartbeat', 'mem_used'], num=5                                                                                                                 
2018-12-05 13:39:25 e23bbb44  1093 scan                     detectors=['scaler'], num=5, args=['m1', -1, 1, 'm2', 0, 1], per_step=None                                                                                 
2018-12-05 13:39:39 e6a293cf  1094 scan                     detectors=['scaler'], num=5, args=['m1', -1, 1, 'm2', 0, 1], per_step=None                                                                                 
2018-12-05 13:41:43 ce070c87  1095 grid_scan                detectors=['scaler'], args=['m1', -1, 1, 5, 'm2', 0, 1, 3, True], per_step=None                                                                            
2018-12-05 13:42:19 aa398c9c  1096 grid_scan                detectors=['scaler'], args=['m1', -1, 1, 5, 'm2', 0, 1, 3, True], per_step=None                                                                            
2018-12-05 13:43:01 163898da  1097 grid_scan                detectors=['scaler'], args=['m1', -1, 1, 3, 'm2', 0, 1, 5, True], per_step=None                                                                            
2018-12-05 13:43:45 f6af1a0c  1098 grid_scan                detectors=['scaler'], args=['m1', -1, 1, 3, 'm2', 0, 1, 5, False], per_step=None                                                                           
2018-12-05 13:44:30 0f7446b6  1099 grid_scan                detectors=['scaler'], args=['m1', -1, 1, 3, 'm2', 0, 1, 5, False], per_step=None                                                                           
2018-12-05 13:45:10 3671c17d  1100 grid_scan                detectors=['scaler'], args=['m1', -1, 1, 3, 'm2', 0, 1, 5, False], per_step=None                                                                           
2018-12-05 13:53:30 f91cece0  1101 grid_scan                detectors=['scaler'], args=['m1', -1, 1, 3, 'm2', 0, 1, 5, False], per_step=None                                                                           
2018-12-05 13:54:57 ec3404a9  1102 grid_scan                detectors=['scaler'], args=['m1', -1, 1, 3, 'm2', 0, 1, 6, False], per_step=None                                                                           
2018-12-05 13:55:37 0827d959  1103 grid_scan                detectors=['scaler'], args=['m1', -1, 1, 3, 'm2', 0, 1, 6, False], per_step=None                                                                           
2018-12-20 21:18:23 2885d4b6  1    snapshot                                                                                                                                                                            
2018-12-20 21:19:44 9b4898f2  1    snapshot                                                                                                                                                                            
2018-12-20 21:20:12 e46522d9  1    snapshot                                                                                                                                                                            
2018-12-20 21:26:55 281cb584  1    snapshot                                                                                                                                                                            
2018-12-20 21:28:15 885cb0b3  1    snapshot                                                                                                                                                                            
2018-12-26 21:53:57 0300215d  1104 TuneAxis.multi_pass_tune                                                                                                                                                            
2018-12-26 21:54:54 ea72c42f  1105 TuneAxis.multi_pass_tune                                                                                                                                                            
2018-12-26 22:17:06 ce32771f  1106 TuneAxis.multi_pass_tune                                                                                                                                                            
2018-12-26 22:20:38 86c88bc4  1107 TuneAxis.multi_pass_tune                                                                                                                                                            
2018-12-26 22:32:34 13f4e671  1108 TuneAxis.multi_pass_tune                                                                                                                                                            
2018-12-26 22:34:41 103dea55  1109 TuneAxis.multi_pass_tune                                                                                                                                                            
2018-12-26 22:35:54 af16e641  1110 TuneAxis.multi_pass_tune                                                                                                                                                            
2018-12-26 22:36:37 7cdf8400  1111 TuneAxis.multi_pass_tune                                                                                                                                                            
2018-12-26 22:36:52 99ee1cc9  1112 TuneAxis.multi_pass_tune                                                                                                                                                            
2018-12-26 22:36:58 23f986ba  1113 TuneAxis.tune                                                                                                                                                                       
2018-12-26 22:41:56 3f031123  1114 TuneAxis.multi_pass_tune                                                                                                                                                            
2018-12-26 22:42:03 75665e18  1115 TuneAxis.multi_pass_tune                                                                                                                                                            
